                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                  1.504,                 1.2069,                  2.267,                0.82741,                0.77592,                0.83047,                0.68729,                 1.4429,                 1.1804,                 2.2245,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.5199,                 1.2225,                 2.2711,                0.82582,                0.78024,                0.83049,                0.68789,                 1.4405,                 1.1813,                 2.2222,               0.002377,               0.002377,               0.002377
                    156,                 1.5093,                 1.1964,                 2.2805,                0.82589,                 0.7808,                0.83086,                0.68833,                 1.4381,                 1.1812,                 2.2208,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.4836,                  1.181,                 2.2665,                0.82931,                0.77837,                0.83133,                0.68883,                 1.4363,                 1.1811,                 2.2211,               0.002278,               0.002278,               0.002278
                    158,                  1.501,                 1.1871,                 2.2747,                0.83167,                0.77636,                0.83147,                0.68903,                 1.4348,                 1.1805,                 2.2208,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.4905,                 1.1742,                 2.2626,                 0.8371,                0.77271,                0.83177,                0.68929,                  1.434,                 1.1797,                 2.2204,               0.002179,               0.002179,               0.002179
                    160,                 1.4772,                 1.1609,                 2.2528,                 0.8328,                0.77843,                 0.8322,                0.68981,                 1.4331,                   1.18,                 2.2196,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.4967,                 1.1585,                 2.2542,                0.83224,                0.78081,                0.83291,                0.69073,                  1.431,                 1.1786,                 2.2177,                0.00208,                0.00208,                0.00208
                    162,                 1.4705,                 1.1555,                 2.2602,                0.83332,                 0.7775,                0.83333,                0.69192,                 1.4297,                 1.1778,                 2.2175,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.4719,                 1.1479,                   2.25,                0.82674,                0.78444,                0.83343,                0.69227,                 1.4276,                  1.178,                 2.2166,               0.001981,               0.001981,               0.001981
                    164,                 1.4573,                  1.129,                 2.2396,                0.82654,                0.78319,                0.83335,                0.69239,                 1.4255,                 1.1789,                 2.2146,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.4432,                 1.1198,                 2.2335,                0.82585,                0.78516,                 0.8333,                0.69243,                 1.4246,                 1.1788,                 2.2143,               0.001882,               0.001882,               0.001882
                    166,                 1.4419,                  1.113,                 2.2388,                0.82813,                0.78329,                0.83379,                 0.6934,                 1.4232,                 1.1795,                  2.214,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.4383,                 1.1018,                 2.2238,                0.83027,                0.78277,                0.83365,                0.69364,                  1.422,                 1.1807,                 2.2132,               0.001783,               0.001783,               0.001783
                    168,                  1.431,                 1.1052,                  2.228,                0.82931,                0.78598,                0.83365,                  0.694,                 1.4206,                  1.182,                 2.2128,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.4353,                 1.1029,                  2.228,                0.82717,                0.78676,                0.83366,                0.69414,                 1.4194,                 1.1824,                 2.2128,               0.001684,               0.001684,               0.001684
                    170,                 1.4212,                 1.0783,                 2.2144,                0.83339,                0.78115,                0.83278,                0.69406,                 1.4187,                 1.1826,                 2.2135,              0.0016345,              0.0016345,              0.0016345
                    171,                  1.412,                 1.0782,                 2.2247,                0.83924,                0.77728,                0.83371,                0.69518,                 1.4186,                 1.1838,                 2.2155,               0.001585,               0.001585,               0.001585
                    172,                 1.4064,                  1.062,                 2.2174,                0.83227,                0.78175,                0.83307,                0.69446,                  1.418,                 1.1871,                 2.2165,              0.0015355,              0.0015355,              0.0015355
                    173,                  1.393,                 1.0487,                 2.2129,                0.83451,                0.78006,                0.83291,                0.69475,                 1.4171,                 1.1886,                 2.2178,               0.001486,               0.001486,               0.001486
                    174,                 1.3924,                 1.0483,                 2.1984,                0.83657,                0.77789,                 0.8329,                0.69505,                 1.4165,                 1.1888,                 2.2179,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.3777,                 1.0313,                 2.1929,                0.83756,                0.77601,                0.83251,                0.69494,                 1.4157,                 1.1916,                 2.2175,               0.001387,               0.001387,               0.001387
                    176,                 1.3733,                 1.0063,                 2.1856,                0.82941,                0.78202,                0.83249,                0.69561,                 1.4139,                 1.1938,                 2.2172,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.3577,                0.99952,                 2.1717,                0.83877,                0.77244,                0.83243,                0.69595,                 1.4124,                 1.1967,                 2.2151,               0.001288,               0.001288,               0.001288
                    178,                 1.3571,                  1.006,                 2.1729,                0.82903,                0.77928,                0.83203,                 0.6956,                 1.4111,                 1.1986,                 2.2139,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.3439,                0.98953,                 2.1638,                0.82697,                0.77959,                0.83072,                0.69495,                 1.4091,                 1.2007,                 2.2125,               0.001189,               0.001189,               0.001189
                    180,                 1.3311,                0.98158,                 2.1599,                0.83004,                0.77855,                0.83057,                0.69547,                 1.4072,                 1.2025,                 2.2105,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.3281,                0.95484,                 2.1577,                  0.824,                0.78363,                0.83047,                0.69595,                 1.4056,                 1.2048,                 2.2099,                0.00109,                0.00109,                0.00109
                    182,                 1.3312,                0.96862,                 2.1542,                0.82851,                0.77799,                 0.8303,                0.69608,                 1.4049,                 1.2072,                 2.2103,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.3097,                0.94941,                 2.1503,                0.82584,                0.77901,                0.82946,                0.69576,                 1.4038,                  1.211,                 2.2105,               0.000991,               0.000991,               0.000991
                    184,                 1.3077,                0.94114,                 2.1583,                0.82525,                0.77983,                0.82962,                0.69621,                 1.4026,                 1.2136,                 2.2125,              0.0009415,              0.0009415,              0.0009415
                    185,                  1.311,                0.93976,                 2.1425,                0.82617,                 0.7772,                 0.8291,                0.69584,                  1.402,                 1.2171,                 2.2129,               0.000892,               0.000892,               0.000892
                    186,                 1.2865,                0.91913,                 2.1343,                0.83044,                 0.7759,                0.82874,                0.69611,                 1.4011,                 1.2203,                 2.2129,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.2633,                0.89617,                 2.1247,                0.83047,                0.77475,                0.82811,                0.69583,                 1.4002,                 1.2232,                 2.2131,               0.000793,               0.000793,               0.000793
                    188,                 1.2611,                 0.8906,                 2.1148,                0.83199,                0.77433,                0.82856,                0.69635,                 1.3998,                 1.2271,                 2.2139,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.2708,                0.89639,                  2.122,                 0.8356,                0.77272,                0.82918,                0.69664,                 1.3989,                 1.2311,                 2.2135,               0.000694,               0.000694,               0.000694
                    190,                 1.2534,                0.88261,                 2.1185,                0.83658,                0.77124,                0.82871,                0.69638,                 1.3982,                 1.2362,                 2.2145,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.1007,                0.60935,                 2.0081,                0.82866,                0.77757,                0.82793,                0.69633,                 1.3969,                 1.2389,                 2.2148,               0.000595,               0.000595,               0.000595
                    192,                 1.0729,                0.59169,                 1.9931,                0.82937,                0.77696,                0.82743,                0.69618,                 1.3954,                 1.2442,                 2.2157,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.0665,                0.57621,                 1.9894,                0.82917,                0.77657,                0.82708,                0.69634,                 1.3945,                 1.2486,                 2.2182,               0.000496,               0.000496,               0.000496
                    194,                 1.0521,                0.56546,                 1.9743,                0.82498,                 0.7808,                0.82679,                0.69631,                 1.3934,                 1.2547,                 2.2206,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.0379,                0.55245,                 1.9638,                0.82985,                0.77723,                0.82635,                0.69658,                 1.3927,                 1.2605,                 2.2224,               0.000397,               0.000397,               0.000397
                    196,                 1.0198,                0.54585,                 1.9623,                0.82545,                0.77933,                0.82626,                0.69658,                  1.392,                 1.2677,                 2.2246,              0.0003475,              0.0003475,              0.0003475
                    197,                0.99749,                0.51945,                  1.944,                0.83466,                0.77256,                0.82553,                0.69635,                 1.3914,                  1.275,                  2.226,               0.000298,               0.000298,               0.000298
                    198,                0.99599,                0.53117,                 1.9438,                0.83224,                0.77438,                 0.8252,                0.69603,                 1.3915,                 1.2822,                 2.2291,              0.0002485,              0.0002485,              0.0002485
                    199,                0.97324,                0.50956,                 1.9315,                0.82594,                0.77935,                0.82495,                0.69598,                 1.3914,                 1.2903,                 2.2317,               0.000199,               0.000199,               0.000199
                    200,                0.96975,                 0.5038,                 1.9285,                0.82716,                0.77751,                0.82425,                0.69581,                  1.392,                 1.2985,                 2.2345,              0.0001495,              0.0001495,              0.0001495
